phrase,image,category
catch a cold,8208150882238034610952351965506050170250525471030094268751758737268320955731,Figurative
beard the lion in his den,23935198244239325195085628415418237046916514715013588144168174902625807048958,Partial Literal
count sheep,108246538498404910247935682562824025001027623450805509555461022159478173277553,Figurative
show someone the door,6830401333036247050303871958992311532179632845452117237593955937418276172718,Figurative
steal someone's thunder,99172701968991920199918056873239812758104593348940337224991697607558396174840,Literal
hang by a thread,25384562893336136525680724397130056073124274074569871865056201988219260102785,Figurative
on board,3257327576736782673852153481747124023086171960210259315590478632691927725469,Figurative
save someone's skin,87658951234413196347093542027602321781679255669196296110645585154438682519901,Literal
set eyes on,100952761743550015731520083085312232448423444865177866589638018920424338283905,Figurative+Literal
hard as nails,55259717982973330824643550455449717694528381581601063223449221025292008341000,Figurative
the bee's knees,11819315436477579085223713562408608192129055751803960694467926637475902600879,Literal
play games,65570383936261009659902352929318550975709000629763666475041013442889424704404,Literal
down the tubes,36261620566391458494372332806666498858464189870234417464998721909003438062611,Figurative
be left holding the baby,23671399455448973596548783550705533718080580071745863224510509451054839685279,Figurative
haul someone over the coals,21251148737212623554934131861918431075490334576286773175193817775280101335078,Figurative
out of the box,73849726968385098688518046591065962954602765873289541564995828430841770703813,Figurative+Literal
fall by the wayside,90466021509686576613990817739458530326990707194431317432833978443477848213555,Figurative
leave someone in the lurch,46808439992634313673929964097396535742401366057050236332459441196520406716721,Figurative
one in the eye for,98808800205447462757515762992200945580160608416841234685288463454271596857490,Partial Literal
hold the line,40155093335444241826342257453027298624455231572483544202335187214670822608017,Figurative
at sea,109368736713970767929040996084876271894001457417287994185633112635426149403647,Literal
come clean,113966797491949464565782143223396842449603989187728068799073946054001463955925,Figurative
keep tabs on,92671347213707837425256131077548819127879332055069016110368632411886951422856,Figurative
a little bird told me,15152998203144372054921131561693567712493042091553052658527943964373506687279,Literal
all the rage,21936016279283951863330045568054465187279579437307006276946158653594160383933,Figurative
in the hole,89073275372928611334222675833663836676741122785593510492330679049983942918438,Figurative
burn rubber,43507414558089983125231687691967849773844764391851195029785061792682089563888,Figurative+Literal
above board,13144846465786052265383402364315090234265685690710292674137591141708805029805,Figurative
get wind of,51047665926911780898733655555515118510650940806352043856888293536020670534464,Figurative
eat your heart out,101330723277127214358900681715544629394166394176068442734359811108535034106475,Figurative
out of sight,114553272462942574078751661417601596993835380811187724828870845438347710786166,Figurative
beat swords into ploughshares,72948880964713349666893098587217335935357334695434731441895293209110609951061,Literal
fly the coop,62744212804982803963844144315095513905604392114661266091082925464649395978175,Figurative
out of pocket,38782891444485946697418340985181557027181097107312253301477935001904971234276,Figurative+Literal
beat the clock,18363220365782231226677319665659178474870878185732142654960764437347257010831,Figurative
twist someone's arm,114117466062961622100061426355554549653890585837950189553781278402122860575256,Figurative
full tilt,11848462052193681039138710923716508591915760062289862159689386342180138600057,Figurative
save someone's skin,43150932585759395020284838997352535338463329609573114547330062553912424586790,Figurative+Literal
slow burn,36656822436385012041962590096389251988790896853856427089768154353443176284250,Figurative
ride high,36665392596816052023947529086911604519506051525920461927458908288664502356048,Figurative
push the envelope,65630439696792494337287697565384309881588322104243676961318977892779394564422,Literal
out and about,30140306721066869119323815241462899698285429545620212188251042308254445919210,Figurative
paint the town red,107101164493274828356165533964376401855248262406277672660625770209951705102262,Figurative
heads will roll,93583866313553800622844578769918479720597397306400361363091143738983240333890,Partial Literal
hit the road,66020487709109997092215777699719991374741530395205454421118838028195257364402,Figurative+Literal
top dollar,96175060026021240392031929445100029084756653438367025797552811675583393652984,Figurative
with bated breath,11870777997527712558906854076003757880166375754667289125389978951872163610117,Figurative
peaches and cream,100987445944416153361337820477256675883605818899356675034503161605140051090212,Figurative
sail close to the wind,78565548750820683695130240100460530224216040310773697199268899514259858647948,Partial Literal
spit feathers,69794628664173001243059881965134523257599765185336713591014760974544314354330,Figurative+Literal
knock someone's socks off,81736470893482420604520083169739036655844346434432380325203217148441198486716,Partial Literal
see red,71442702681084903406571630387785047632067016994027550819142501142496326995809,Figurative
on a full stomach,47016351753178592291615615861899393636158662799042837739856660918078477169533,Figurative+Literal
kiss ass,106685000164926182747876101190481382675256075101994135944221675218576707169879,Figurative
in the long run,66378510161623231206724155035739868841326231257881444776648049608231383696757,Figurative
go by the board,111199693797261527806130094482116201414544478342962300594428703951402698495953,Literal
pissed off,60115733005625585034370286797096208296019641560690091754732696205816302811112,Figurative
high and dry,25743392051822937345585922470072719222756568062591032684743663334137157968098,Figurative
take a bow,45823512948759171538413626982402592832136792651511971372167038615647900032644,Figurative+Literal
on the skids,85289586464681740779687731440603171178452238005280737028171369967312844657789,Figurative
out of this world,45256005829329101429331090085993422690727001633454332760517262360956091351742,Figurative
pound the pavement,15980007735368928978876803001062546512500492923779144380757710704210844466558,Figurative
cold comfort,32775794612742063869502294350869741464806093225220881214908512109182833379635,Figurative
